Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude,Found,Quality,Source
Politics & General News,,darkblue,white,,<center><font size= 4>La Raza</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1uuu-1uuu
<br><b>Location:</b> Tampa; Ybor City, Florida

","Tampa; Ybor City, Florida",27.9650212,-82.4350941,"Ybor City, Tampa, FL 33605, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Raza Latina</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1873?-1uuu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Semi-weekly        
<br><b> Editor/ Director/ Proprietor: </b> Adolfo Llanos y Alcaraz
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Razón</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1927-19uu
<br><b>Location:</b> Del Rio, Texas
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> A. Gutiérrez
","Del Rio, Texas",29.3708857,-100.8958674,"Del Rio, TX 78840, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Reforma</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1877-1878
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Semiweekly
<br><b> Editor/ Director/ Proprietor: </b> R.R. Oriza
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Reforma</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1892-1uuu
<br><b>Location:</b> Tucson, Arizona
<br><b>Language:</b> Spanish

","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Reforma Social</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1893-19uu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily (except Sunday)
<br><b> Editor/ Director/ Proprietor: </b> Lauro Aguirre
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1915-19uu
<br><b>Location:</b> Brownsville, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily
<br><b> Editor/ Director/ Proprietor: </b> Sentinel Publishing co.
","Brownsville, Texas",25.9017472,-97.4974838,"Brownsville, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1918?-19uu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily
<br><b> Editor/ Director/ Proprietor: </b> José Luis Velasco
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Republica%20(New%20York).JPG?raw=true,"<p><b> Years: </b> 1884-1885
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1887-1uuu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Irregular

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1871-187u
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> José María Céspedes y Arellano
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1913-19uu
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Rafael Martínez
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La República</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20República%20(San%20Francisco%2C%201883).jpg,"<p><b> Years: </b> 1881-1uuu
<br><b>Location:</b> San Francisco, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> A.G. Packard
","San Francisco, California",37.7749295,-122.4194155,"San Francisco, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Restauración</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1877-1878
<br><b>Location:</b> Brownsville, Texas
<br><b>Language:</b> Spanish

","Brownsville, Texas",25.9017472,-97.4974838,"Brownsville, TX, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Comercial</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1880-1uuu
<br><b>Location:</b> New Orleans, Louisiana
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Henry Kershaw & co.
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Albuquerque</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Revista%20de%20Albuquerque%20(Albuquerque).PNG?raw=true,"<p><b> Years: </b> 1881-188u
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Goodwin, Bailhauche y Co.
","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de la Florida</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1887-1uuu
<br><b>Location:</b> Tampa, Florida
<br><b>Language:</b> Spanish

","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Los Angeles</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 192u-19uu
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Fidel Padilla y Gabriel Navarro
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Santo Domingo</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1921-19uu
<br><b>Location:</b> , New York

",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Taos</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1902-1902
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Antonio J. Baca
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Taos</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Revista%20de%20Taos%20(1907).jpg,"<p><b> Years: </b> 1905-1922
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> José Montaner
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Taos and The Taos Cresset</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Revista%20de%20Taos%20and%20The%20Taos%20Cresset%20(Taos,%201902-190u).PNG?raw=true","<p><b> Years: </b> 1902-190u
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Frank Staplin
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista de Taos and The Taos Cresset</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Revista%20de%20Taos%20and%20The%20Taos%20Cresset%20(Taos%2C%201905%20-%201905).jpg,"<p><b> Years: </b> 1905-1905
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> José Montaner
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>La Revista del Ateneo Hispano Americano</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Revista%20del%20Ateneo%20Hispano%20Americano%201914.JPG,"<p><b> Years: </b> 1914-19uu
<br><b>Location:</b> Washington, D. C.
<br><b>Language:</b> Spanish; English        
<br><b> Editor/ Director/ Proprietor: </b> Ateneo Hispano Americano de Washington
","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>La Revista del Sábado</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1895-1uuu
<br><b>Location:</b> San Bernardino, California
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Spanish colonial culture against Anglo        
","San Bernardino, California",34.1083449,-117.2897652,"San Bernardino, CA, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Dental Americana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1893-1901
<br><b>Location:</b> Philadelphia, Pensylvannia
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> C. E. Edwards     
","Philadelphia, Pensylvannia",39.9525839,-75.1652215,"Philadelphia, PA, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Du Pont</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1931-1961
<br><b>Location:</b> Wilmington, Delaware
<br><b>Language:</b> Spanish; Portuguese
<br><b> Distribution: </b> Quartely; bimonthly
<br><b> Editor/ Director/ Proprietor: </b> E.I. du Pont de Nemours & Co.       
","Wilmington, Delaware",39.744655,-75.5483909,"Wilmington, DE, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista Ilustrada de Nueva York</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Revista%20Ilustrada%20de%20Nueva%20York%20(New%20York%2C%201889).jpg,"<p><b> Years: </b> 1882-1uuu
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> E. de Losada & Co./N. Bolet Peraza
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Médico-Quirúrgica Americana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1892-1895
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Mercantil de Nueva Orleans</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b>1uuu-1uuu
<br><b>Location:</b> New Orleans, Louisiana
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Semi-monthly        
<br><b> Editor/ Director/ Proprietor: </b> E.A. Brandao
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Revista Mercantil: una revista auténtica de las condiciones existentes en el comercio de tejidos</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-1929
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> International Trade Papers Inc.
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista Mexicana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1884-1uuu
<br><b>Location:</b> St. Louis, Missouri
<br><b>Language:</b> Spanish

","St. Louis, Missouri",38.6270025,-90.1994042,"St. Louis, MO, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista Popular de Nuevo México</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1922-19uu
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Taos Print. & Pub. Co.
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista Republicana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1870-1876
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b>Additional Information:</b> see The Republican Review

","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revista Universal</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 188u-1uuu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish

","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revolución</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1869-1876
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly; Triweekly; biweekly

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Revolución de Cuba</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Revolución%20de%20Cuba%20(New%20York%2C%201871).jpg,"<p><b> Years: </b> 187u-1875?
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish 

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>La Risa</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1uuu-1uuu
<br><b>Location:</b> New Orleans, Louisiana
<br><b>Language:</b> Spanish 
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Alemán, Gómex y Cía
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
